,artist_name,title,execution_date,category,id,title_len,title_length
3808,"Palumbo, Jacques",S0F2B 12241 1205197316H36,1973.0,Work on paper,73/4-0529,25,25
3809,"Zimbel, George",Harlem from 125th St. Station Circa 1960,1983.0,Photograph,84/5-0313,40,40
3810,"Boucher, Céline",VARIATION 10,1981.0,Work on paper,82/3-0115,12,12
3811,"Knudsen, Chris",67 x 126 Time nine,1973.0,Painting,73/4-1011,18,18
3812,"Boogaerts, Pierre","Introduction I (perspective de rues) excerpt from ""Street Corners(Pyramids) N.Y. 1978-79"" A) 29th St. E. B) 28th St. C) 27th St. E...",1978.0,Photograph,81/2-0309,133,133
3813,"Boffa, Robert",Nobody is Born Successful (Sheltered Lives),1981.0,Photograph,84/5-0139,43,43
3814,"Saint-Jean, Michel","Arles, France 1974",1974.0,Photograph,75/6-0638,18,18
3815,"Granche, Pierre",Ville,1987.0,Sculpture,87/8-0165,5,5
3816,Claire Paquet & Suzanne Paquet,Sans titre (extrait de Blind Date #4),1987.0,Photograph,89/90-0033,37,37
3817,"Corriveau, Thomas",Mireille,1985.0,Other,87/8-0394,8,8
3818,"Tousignant, Claude",Aquarelle 1955,1971.0,Work on paper,72/3-0071,14,14
3819,"Lacroix, Richard",Pointe à diamant III,1968.0,Work on paper,72/3-2097,20,20
3820,"Juneau, Denis",Rouge et Vert sur Bleu,1968.0,Painting,73/4-0585,22,22
3821,"Lacroix, Richard",Variante II - B,1966.0,Work on paper,75/6-0133,15,15
3822,"Radecki, Brigitte",Red Float,1988.0,Work on paper,89/90-0036,9,9
3823,"Goulet, Rose-Marie","Paysage: un inventaire, une invention",1989.0,Work on paper,90/1-0314,37,37
3824,"Bruneau, Kittie",San Pedro de la Laguna,1979.0,Work on paper,80/1-0124,22,22
3825,"Juneau, Denis",Sans titre (#82340),1982.0,Work on paper,83/4-0025,19,19
3826,"Hudson, Susan",Baz,1974.0,Work on paper,75/6-0672,3,3
3827,"Gaudard, Pierre",Les Pénitenciers 2175.36,1976.0,Photograph,76/7-0169,24,24
3828,"Walden, Scott","Unsettled # 6 (Parson's Harbour, South West Coast",1999.0,Photograph,04/5-0002,49,49
3829,"Dickson, Jennifer","Goats bleat: feet on porous rock, sharp: and the bruised smell ofleaves",1970.0,Work on paper,72/3-0570,71,71
3830,"Gasoi, Marvin",Humanoid,1985.0,Photograph,87/8-0122,8,8
3831,"Ayot, Pierre",Pailles à boire,1973.0,Work on paper,72/3-1994,15,15
3832,"Goodwin, Betty",16 consecutive days,1973.0,Work on paper,73/4-0348,19,19
3833,"Beament, Tib",A Bitter Pill,1967.0,Work on paper,72/3-2117,13,13
3834,"Bengle, Céline",Virtualité Triangulaire,1972.0,Painting,72/3-1565,23,23
3835,"Gauthier, Suzanne",Origins,1983.0,Sculpture,84/5-0233,7,7
3836,"Bougie, Louis-Pierre",Sans titre II,1993.0,Work on paper,94/5-0233,13,13
3837,"Gaucher, Yves",D-69 III,1969.0,Painting,73/4-0076,8,8
3838,"Bigelow, Robert",Untitled V,1982.0,Work on paper,83/4-0051,10,10
3839,"Knudsen, Chris",Toward Fort Chipewyan,1975.0,Painting,75/6-0445,21,21
3840,"Goring, Trevor",Instant at Rest,1974.0,Other,76/7-0336,15,15
3841,"Lavoie, Raymond",sans titre/untitled,1989.0,Work on paper,89/90-0599,19,19
3842,"Sourkes, Cheryl",Alternating Auditory Impulse,1986.0,Photograph,87/8-0429,28,28
3843,"Balfour, Barbara McGill",Calyx,1987.0,Work on paper,92/3-0848,5,5
3844,"Tousignant, Serge",Circuit métallique,1967.0,Work on paper,74/5-0261,18,18
3845,Kitty Scott & Laurel Woodcock,Symétrie,1990.0,Photograph,90/1-0349,8,8
3846,"Campeau, Michel","Fête écologique, Région des Laurentides",1982.0,Photograph,84/5-0055,39,39
3847,"Payette, Jacques",Insoutenable Légèreté,1984.0,Painting,84/5-0261,21,21
3848,"McEwen, Jean",Temples Heureux # 2,1977.0,Painting,79/80-0259,19,19
3849,"Sévigny, Albert",Plus rien dans l'frigidaire,1972.0,Work on paper,74/5-0148,27,27
3850,"Buyers, Jane",Vegetable,1974.0,Work on paper,73/4-2014,9,9
3851,"Beament, Tib",Design for an aircraft,1976.0,Work on paper,81/2-0125,22,22
3852,"Desjardins, Benoît",un trou dans la cuisse,1980.0,Work on paper,81/2-0280,22,22
3853,"Poulin, Roland",Sans titre # 5,1974.0,Work on paper,75/6-0419,14,14
3854,"Leclair, Michel","""Miroir, Miroir, dis-moi""",1973.0,Work on paper,73/4-1274,25,25
3855,"Fortaich, Claude",La Marktplatz à Tubingen,1986.0,Work on paper,87/8-0508,24,24
3856,"Dutkewych, Andrew",Pallata I and II,1973.0,Sculpture,73/4-0403,16,16
3857,"Juneau, Denis",Deux rouges sur un rouge,1970.0,Painting,74/5-0065,24,24
3858,"Cumming, Donigan","Selections (from The Mirror, The Hammer and The Stage)",1986.0,Photograph,88/9-0079,54,54
3859,"Charbonneau, Monique","Debout, près de la piscine I",1989.0,Work on paper,93/4-0047,28,28
3860,"Billy, Anne",Volpe II,1984.0,Work on paper,85/6-0440,8,8
3861,"Van der Heide, Bé",moi et ma soeur,1973.0,Work on paper,74/5-0270,15,15
3862,"Knudsen, Chris",Kei-Seki,1975.0,Painting,78/9-0044,8,8
3863,"Tenhaaf, Nell",Fifties Product: Nineties Woman StandingWoman Standing),1993.0,Other,93/4-0029,55,55
3864,"Tremblay, Richard-Max",Portrait de Guido Molinari,1989.0,Photograph,90/1-0145,26,26
3865,"Ayot, Pierre",Pailles à boire,1973.0,Work on paper,72/3-1944,15,15
3866,"Vazan, Bill",Sun People,1986.0,Sculpture,86/7-0163,10,10
3867,"Hoskinson, Cathrin",Mountains Like You and I,1972.0,Work on paper,72/3-0251,24,24
3868,"Sullivan, Françoise",Porte Barricadée no 3,1977.0,Photograph,78/9-0026,21,21
3869,"Morin, Madeleine",Mirage I,1986.0,Work on paper,87/8-0462,8,8
3870,"Hudson, Susan",Snail's Place,1973.0,Work on paper,73/4-1226,13,13
3871,"Lacroix, Richard",Variante I - F,1966.0,Work on paper,75/6-0136,14,14
3872,"Tousignant, Serge","Environnement Transformé No. 2, St-Jean-Baptiste P.Q.",1976.0,Work on paper,77/8-0246,53,53
3873,"Lacroix, Richard",Cristal IV,1971.0,Work on paper,73/4-0206,10,10
3874,"Gasoi, Marvin",Children,1981.0,Photograph,84/5-0529,8,8
3875,"Gaucher, Yves",Jericho/Une allusion à Barnett Newman/An allusion to Barnett Newman,1978.0,Work on paper,78/9-0787,67,67
3876,"Potter-Maël, Ursula Brigitte",Primordialis IV,1986.0,Work on paper,87/8-0555,15,15
3877,"Lorcini, Gino",Split Square,1971.0,Other,72/3-1607,12,12
3878,"Desjardins, Benoît",Sans Titre,1987.0,Work on paper,87/8-0492,10,10
3879,"Tousignant, Claude",Oscillation 1956,1971.0,Work on paper,72/3-2042,16,16
3880,"Tousignant, Claude",Cible - 1970,1970.0,Painting,74/5-0082,12,12
3881,"Allikas, Barry",It's Just An Illusion,1982.0,Sculpture,84/5-0420,21,21
3882,"McEwen, Jean",Ocre et Rose,1980.0,Painting,81/2-0147,12,12
3883,"Lake, Suzy",Red Car Key,1972.0,Work on paper,73/4-0975,11,11
3884,"Dufour, André",main manuscrite en noir,1967.0,Work on paper,74/5-0164,23,23
3885,"Juneau, Denis",Des Rouges,1969.0,Painting,72/3-1461,10,10
3886,"Gaucher, Yves",Transitions I-VIII,1967.0,Work on paper,74/5-0947,18,18
3887,"Cumming, Donigan",untitled/sans titre (Reality and Motive in Documentary Photography),1985.0,Photograph,85/6-0030,67,67
3888,"Sévigny, Albert",Plus rien dans l'frigidaire,1972.0,Work on paper,74/5-0149,27,27
3889,"Ferron, Marcelle",La Poudrerie,1988.0,Painting,88/9-0057,12,12
3890,"Palumbo, Jacques",3SORF7BHS 200374,1974.0,Work on paper,75/6-0093,16,16
3891,"Merrett, Brian",Olympic Stadium Montreal,1978.0,Photograph,78/9-0461,24,24
3892,"Sévigny, Albert",Sportatifs de salon,1978.0,Work on paper,81/2-0495,19,19
3893,"Genush, Luba",Light Within,1973.0,Work on paper,73/4-1164,12,12
3894,"Street, John",Untitled/Sans titre,1975.0,Work on paper,75/6-0789,19,19
3895,"Williams, David B.",Part III Reminders/Contradictions (from Hesitation),1989.0,Photograph,90/1-0151,51,51
3896,"Caiserman-Roth, Ghitta",Analogy (Patterns I),1966.0,Work on paper,73/4-1162,20,20
3897,"Corriveau, Thomas",Lucy,1985.0,Other,87/8-0393,4,4
3898,"Hooper, Kathy",untitled/sans titre,1991.0,Work on paper,91/2-0073,19,19
3899,Raymonde April & Charles Guilbert,Feux de Camps,1984.0,Work on paper,87/8-0145,13,13
3900,"Clément, Serge","montréal, QC.-fête portugaise, 1982",1983.0,Photograph,85/6-0528,35,35
3901,"Ayot, Pierre",La chaise jaune,1979.0,Other,81/2-0187,15,15
3902,"Bolduc, David",Mailhat,1986.0,Painting,86/7-0075,7,7
3903,"Ayot, Pierre",La Presse,1979.0,Sculpture,81/2-0184,9,9
3904,"Renwick, Arthur",WO-QUI-NI (Roman Nose),2004.0,Photograph,04/5-0029,22,22
3905,"Brandl, Eva",Horizon 180,1974.0,Work on paper,75/6-0809,11,11
3906,"Derouin, René",Précambrien,1977.0,Work on paper,79/80-0004,11,11
3907,"Dickson, Jennifer","Goats bleat: feet on porous rock, sharp: and the bruised smell ofleaves",1970.0,Work on paper,72/3-0571,71,71
3908,"Gaudard, Pierre",Les Pénitenciers 2163.14,1975.0,Photograph,76/7-0172,24,24
3909,"McEwen, Jean",Epithalamion # 7,1976.0,Painting,76/7-0369,16,16
3910,"Cohen, Sorel",The camera can obliterate the Reality it Records,1978.0,Photograph,83/4-0236,48,48
3911,"Bruneau, Kittie",Effluves Célestes,1979.0,Painting,80/1-0209,17,17
3912,"Tétreault, Pierre-Léon",Cheveu dedans la soupe,1978.0,Work on paper,80/1-0335,22,22
3913,"Heward, John",untitled/sans titre,1989.0,Work on paper,90/1-0209,19,19
3914,"Tousignant, Claude",Sculpture esquisse,1978.0,Work on paper,79/80-0146,18,18
3915,"Ayot, Pierre",Pailles à boire,1973.0,Work on paper,72/3-1977,15,15
3916,"Leclair, Suzanne",S/Variations,1981.0,Work on paper,82/3-0168,12,12
3917,"Tremblay, Richard-Max",Sans titre/Untitled,1979.0,Work on paper,81/2-0207,19,19
3918,"Liss, David",Artifact Series,1992.0,Work on paper,92/3-0843,15,15
3919,"Clément, Serge","Mexique, hacienda Yaxcopoil (de Cité Fragile)",1987.0,Photograph,90/1-0299,45,45
3920,"Simon, Cheryl",The Kiss,1987.0,Photograph,88/9-0416,8,8
3921,"Dickson, Jennifer",Six Vedute's of Lake Mendota,1972.0,Work on paper,73/4-1149,28,28
3922,"Cramer, Marc",No. 11,1982.0,Photograph,87/8-0136,6,6
3923,"Hall, David",The Walled City,1993.0,Work on paper,94/5-0053,15,15
3924,"Gaucher, Yves","Brun, Bleu, Vert",1972.0,Painting,73/4-0078,16,16
3925,"Desjardins, Benoît",Chu pas vraiment barrée,1980.0,Work on paper,81/2-0074,23,23
3926,"Livermore, Jill",Solitaire # 1,1981.0,Painting,82/3-0148,13,13
3927,"Notkin, Richard","Dream: Gatehorse With Clouds from/de The Diary of Lewis Garden, HisEarly Childhood Recollection",1983.0,Photograph,85/6-0283,95,95
3928,"Nadeau, Marc-Antoine","Le fleuve, le fleuve que j'aime tellement",1992.0,Work on paper,93/4-0323,41,41
3929,"Bouchard, Sylvie",Pair non-pair,1993.0,Painting,93/4-0262,13,13
3930,"Hartling, Roy",Long Hall,1989.0,Photograph,90/1-0319,9,9
3931,"Ayot, Pierre",Si Marie avait su...,1967.0,Work on paper,72/3-0001,20,20
3932,"Campeau, Michel","Père Noel, Simpsons",1981.0,Photograph,81/2-0366,19,19
3933,"Campeau, Michel","Baseball, Parc Jarry, Montréal 1973",1973.0,Photograph,81/2-0365,35,35
3934,"Lessard, Denis",Objets qui vont disparaître,1992.0,Other,92/3-0841,27,27
3935,"Szilasi, Gabor","Marie-Jeanne Lessard, St-Joseph de Beauce, Québec",1973.0,Photograph,78/9-0324,49,49
3936,"Borden, Martin",Signal,1992.0,Work on paper,93/4-0044,6,6
3937,"Dickson, Jennifer",Six Vedute's of Lake Mendota,1972.0,Work on paper,72/3-0699,28,28
3938,"Gaudard, Pierre",Les Pénitenciers 2166.20,1975.0,Photograph,76/7-0181,24,24
3939,"Beaugrand-Champagne, Claire","Foyer Emilie-Gamelin, Montréal",1973.0,Photograph,75/6-0483,30,30
3940,"Vazan, Bill",Rivière Harricanaw,1972.0,Painting,72/3-1106,18,18
3941,"Bain, Freda",After a Seventeenth Century Engraving,1971.0,Work on paper,72/3-0563,37,37
3942,"Comtois, Ulysse",Système à cinq pivots,1972.0,Sculpture,72/3-2169,21,21
3943,"Legrady, Miklos",Current #1 (from MYTHOLOGIES),1987.0,Photograph,89/90-0544,29,29
3944,"Purdy, Richard",Corpus Cristi: teatro dei ditti,1984.0,Work on paper,90/1-0541,31,31
3945,"Ristvedt, Milly",Potter's Blue,1971.0,Painting,72/3-1740,13,13
3946,"Beaugrand-Champagne, Claire","Foyer St-Rosaire, Disraeli, Québec",1972.0,Photograph,75/6-0485,34,34
3947,"Tremblay, Richard-Max",Portrait de Yves Gaucher,1987.0,Photograph,90/1-0144,24,24
3948,"Zimbel, George",Florence - Looking Down at the Square 1953,1986.0,Photograph,88/9-0132,42,42
3949,"McCall, Ann",Caribbean III,1981.0,Work on paper,87/8-0535,13,13
3950,"Tousignant, Claude",Ernestine 1964,1971.0,Work on paper,72/3-2043,14,14
3951,"Hudson, Susan",Snail's Place,1973.0,Work on paper,73/4-1223,13,13
3952,"Juneau, Denis",Soleil Rouge,1975.0,Painting,76/7-0562,12,12
3953,"Ayot, Pierre",Entendu que ...,1971.0,Work on paper,72/3-2110,15,15
3954,"Daoust, Carl",L'escalier,1981.0,Work on paper,81/2-0086,10,10
3955,"Clément, Serge","cuba, la havane",1991.0,Photograph,91/2-0268,15,15
3956,"Vincent, François",L'accident de Jean,1974.0,Work on paper,74/5-0345,18,18
3957,"Gutsche, Clara",Doris X 3,1975.0,Photograph,76/7-0141,9,9
3958,"Sorensen, David",Descent,1972.0,Painting,73/4-0362,7,7
3959,"Dallegret, François",Urbatonnique,1969.0,Work on paper,72/3-0371,12,12
3960,"Pilon, Victor",Sans titre/Untitled,1983.0,Photograph,85/6-0064,19,19
3961,"Juneau, Denis",Fenêtres,1986.0,Work on paper,87/8-0526,8,8
3962,"Molinari, Guido",Noir/Blanc,1966.0,Work on paper,72/3-2222,10,10
3963,"Murray, Ian",Fading Away,1988.0,Photograph,90/1-0494,11,11
3964,"Boogaerts, Pierre","Corner of Park Ave and 33rd St., N.Y. - March 12, 1979 - excerpt from""Street Corners (Pyramids) N.Y. 1978/79"" - Part 3",1978.0,Photograph,81/2-0315,118,118
3965,"Gaudard, Pierre",Les Pénitenciers 2024.4,1975.0,Photograph,76/7-0173,23,23
3966,"Lacroix, Richard",Variante II - C,1966.0,Work on paper,75/6-0137,15,15
3967,"Plotek, Léopold",Domiduca,1988.0,Painting,91/2-0011,8,8
3968,"Notkin, Richard","The Visitor's Bedroom from/de The Diary of Lewis Garden, His EarlyChildhood Recollection",1983.0,Photograph,85/6-0287,88,88
3969,"Abbott, Louise","Untitled Portrait, Arles, France, 1979",1979.0,Photograph,82/3-0410,38,38
3970,"Cowles, D.R.",Tree and Tamifobia River,1989.0,Photograph,90/1-0514,24,24
3971,"James, Geoffrey","Scarborough Pond, Franklin Park, Boston",1988.0,Photograph,88/9-0249,39,39
3972,"Leclair, Michel","Gédéon, yé même rentré dans les A.A.",1973.0,Work on paper,74/5-0944,36,36
3973,"Daoust, Carl",Manger sa misère,1978.0,Work on paper,80/1-0343,16,16
3974,"Pentsch, Antoine",Le Coquetier,1974.0,Work on paper,74/5-0334,12,12
3975,"Molinari, Guido",Sans titre/Untitled,1967.0,Work on paper,75/6-0997,19,19
3976,"Dickson, Jennifer",The Lovers ascend/descend the staircase II,1972.0,Work on paper,73/4-1140,42,42
3977,"Gaudard, Pierre",Queneauctiluque,1983.0,Photograph,84/5-0180,15,15
3978,"Brandl, Eva",Nuages bleus,1974.0,Work on paper,75/6-0810,12,12
3979,"Dufour, André",entre les deux yeux,1967.0,Work on paper,72/3-2246,19,19
3980,"Hudson, Susan",The Personal - Unconscious # 6,1970.0,Work on paper,72/3-0686,30,30
3981,"Forcier, Denis",dernier bingo à Granby,1973.0,Work on paper,74/5-0257,22,22
3982,"Hoskinson, Cathrin",Light Morning,1973.0,Work on paper,73/4-0836,13,13
3983,"Boisvert, Gilles",En roulant mes blues,1984.0,Painting,85/6-0149,20,20
3984,"Gécin, Sindon",Les Mains,1973.0,Work on paper,74/5-0063,9,9
3985,"Saulnier, Michel",MAISON-PAYSAGE NO 7,1983.0,Painting,84/5-0200,19,19
3986,"Demers, Denis",Miniature # 29,1972.0,Painting,73/4-0308,14,14
3987,"Bain, Freda",Silver Dream Fragment,1982.0,Work on paper,83/4-0173,21,21
3988,"Ayot, Pierre",Cot...cot...,1972.0,Work on paper,72/3-0706,12,12
3989,"James, Geoffrey","Vimy Ridge, October 1993",1993.0,Photograph,93/4-0266,24,24
3990,"Vincent, François",L'accident de Jean,1974.0,Work on paper,74/5-0347,18,18
3991,"Savoie, Robert",Semimaru,1977.0,Work on paper,82/3-0554,8,8
3992,"Martin, Jean-Marie",Meuh Meuh Power,1983.0,Painting,84/5-0234,15,15
3993,"Tousignant, Serge",Dessin de neige et de temps: no parking,1977.0,Work on paper,77/8-0247,39,39
3994,"Hoskinson, Cathrin",Lake and Valley,1971.0,Work on paper,72/3-0276,15,15
3995,"Hudson, Susan",Inner Sanctum,1973.0,Work on paper,73/4-1204,13,13
3996,"Savoie, Robert",M.B.R.,1970.0,Work on paper,72/3-0761,6,6
3997,"Reeves, Shelley","Plaza Major, Espagne, #8",1984.0,Work on paper,85/6-0401,24,24
3998,"Everett, Catherine",To Go or to Pass Through I,1989.0,Work on paper,92/3-0780,26,26
3999,"Tétreault, Pierre-Léon",Fenêtre d'écriture comme jardin vibratoire,1980.0,Work on paper,80/1-0112,42,42
4000,"Schnee, Su",Clouds #5,1988.0,Work on paper,91/2-0106,9,9
4001,"Juneau, Denis",L'Univers,1975.0,Painting,76/7-0563,9,9
4002,"Morelli, Francois",Triptych #3,1993.0,Work on paper,93/4-0078,11,11
4003,"Poulin, Roland",Diagonale 77,1977.0,Work on paper,77/8-0409,12,12
4004,"Simon, Cheryl",Prom Dress / Back,1987.0,Photograph,88/9-0114,17,17
4005,"Savoie, Robert",Yoshikage,1980.0,Work on paper,81/2-0155,9,9
4006,"Béland, Luc",Investigation IV: 3 grenouilles,1973.0,Work on paper,74/5-0132,31,31
4007,"Sévigny, Albert",Je m'accuse,1977.0,Work on paper,81/2-0497,11,11
4008,"Ruwedel, Mark","Tower Theatre, Los Angeles",1989.0,Photograph,92/3-0739,26,26
4009,"Tétreault, Pierre-Léon",Hexagramme d'écriture en hommage au créateur,1980.0,Work on paper,80/1-0110,44,44
4010,"Gasoi, Marvin",Radiare,1985.0,Photograph,90/1-0090,7,7
4011,"Bruneau, Kittie",La gougou,1966.0,Work on paper,72/3-0800,9,9
4012,"Molinari, Guido",Quantificateur No. 3,1978.0,Painting,80/1-0079,20,20
4013,"Gasoi, Marvin",Last Laugh,1990.0,Photograph,90/1-0092,10,10
4014,"Roberts, Goodridge",Apple Tree by Fence,1967.0,Painting,73/4-0824,19,19
4015,"Genush, Luba",Where are we Going?,1992.0,Work on paper,92/3-0829,19,19
4016,"Bain, Freda",After a Seventeenth Century Engraving,1971.0,Work on paper,72/3-0562,37,37
4017,"Daoust, Carl",Le bruit venant d'en haut,1967.0,Work on paper,74/5-0125,25,25
4018,"Gagnon, Charles","La couleur du temps, le son d'un espace ...",1967.0,Work on paper,72/3-0016,43,43
4019,"Goodwin, Betty",Two Gloves Etat 2,1970.0,Work on paper,74/5-0195,17,17
4020,"Demers, Denis",le 5iéme sans titre,1985.0,Work on paper,86/7-0722,19,19
4021,"Molinari, Guido",Nul Mot,1979.0,Work on paper,80/1-0062,7,7
4022,"Grauerholz, Angela",Parc La Fontaine,1985.0,Photograph,86/7-0050,16,16
4023,"Leclair, Michel",American Graffiti,1979.0,Work on paper,81/2-0317,17,17
4024,"Sévigny, Albert",La Taverne,1973.0,Work on paper,74/5-0136,10,10
4025,"Campeau, Michel","Varsovie, Pologne, 15.06,1983 from/de Extrait de l'exposition:""Pologne, Juin '83""",1983.0,Photograph,84/5-0376,81,81
4026,"Vazan, Bill",Deux Niveaux - Tour Eiffel,1977.0,Photograph,79/80-0526,26,26
4027,"McEwen, Jean",Midi-Temps Jaune,1961.0,Painting,72/3-1780,16,16
4028,"Purdy, Richard",Corpus Cristi: cathedrale del cuore,1984.0,Work on paper,90/1-0540,35,35
4029,"Thibaudeau, Pierre",Tricotteuse,1971.0,Work on paper,72/3-2103,11,11
4030,"Sarrazin, Dominique",Terrain vague,1989.0,Work on paper,90/1-0368,13,13
4031,"Symons, Harry",Toys,1987.0,Painting,87/8-0375,4,4
4032,"Benic, Lorraine",126,1984.0,Work on paper,89/90-0211,3,3
4033,"Leclair, Michel","Gédéon, yé même rentré dans les A.A.",1973.0,Work on paper,74/5-0215,36,36
4034,"Tétreault, Pierre-Léon",Peinture Masquée,1983.0,Painting,84/5-0215,16,16
4035,"Derouin, René",Baptiste ( de Tête en six),1986.0,Work on paper,89/90-0233,26,26
4036,"Hudson, Susan",Tea and Red Knight,1973.0,Work on paper,73/4-1222,18,18
4037,"Rajotte, Normand","no.9 (de Dans les coins oubliés, à la recherche des dieux tranquilles)",1987.0,Photograph,89/90-0439,70,70
4038,"Morelli, Francois",Her Story Her Death (from Christine's Room),1993.0,Work on paper,93/4-0297,43,43
4039,"Menses, Jan",Kaddish Set No. 3,1965.0,Painting,72/3-1800,17,17
4040,"McEwen, Jean",Vert et Ocre no. 2,1980.0,Painting,81/2-0146,18,18
4041,"James, Geoffrey",Villa Doria Pamphily,1989.0,Photograph,91/2-0295,20,20
4042,"Deitcher, Gloria",Untitled/Sans titre,1973.0,Work on paper,73/4-0020,19,19
4043,"Ridolfi, Paola S.",Groupe Somerville,1982.0,Work on paper,83/4-0020,17,17
4044,"Menses, Jan",Kaddish Series # 442,1969.0,Work on paper,78/9-0554,20,20
4045,"Wainio, Carol",Human Rights Movement,1981.0,Painting,82/3-0451,21,21
4046,"Wozniakowska, Kamila",Le pays de Cocagne,1990.0,Work on paper,93/4-0316,18,18
4047,"Tétreault, Pierre-Léon",Poétique vibratoire en hommage aux éléments # 27,1980.0,Work on paper,80/1-0271,48,48
4048,"Lanctôt, Sophie",Monoloques,1988.0,Work on paper,88/9-0405,10,10
4049,"Archambault, Michel",Sans titre # 8,1990.0,Work on paper,90/1-0066,14,14
4050,"Shortt, Stephen",Infrastructure,1985.0,Work on paper,85/6-0572,14,14
4051,"Simon, Cheryl",Summer Series 2,1987.0,Photograph,88/9-0458,15,15
4052,"Leclair, Michel","""En français S.V.P.""",1973.0,Work on paper,73/4-1251,20,20
4053,"Preston, John",Untitled/Sans titre,1975.0,Photograph,76/7-0154,19,19
4054,"Schmalcel, Liza",Super Sonic Man,1992.0,Media,92/3-0667,15,15
4055,"Radecki, Brigitte",Still Life with Pink Support,1986.0,Work on paper,86/7-0717,28,28
4056,"Gagnon, Charles",Screenspace # 4 - Espace/Ecran # 4,1974.0,Painting,74/5-0235,34,34
4057,"Garneau, Marc",19/04/90,1990.0,Work on paper,91/2-0224,8,8
4058,"Shenker, Bertha",Leisure I,1983.0,Painting,84/5-0235,9,9
4059,"Dickson, Jennifer",Out of time: I find you hooded falcon,1970.0,Work on paper,72/3-0692,37,37
4060,"Sullivan, Françoise",Série Les Cormorants no. 7,1992.0,Painting,92/3-0869,26,26
4061,"Morin, Jean-Pierre",Sophocle,1984.0,Sculpture,90/1-0500,8,8
4062,"Pelletier, Louis",sans titre/untitled,1990.0,Work on paper,91/2-0223,19,19
4063,"Sonmor, Kevin","Nomads, Players and Saints",1991.0,Painting,91/2-0425,26,26
4064,"Molinari, Guido",Vert-brun,1976.0,Painting,76/7-0071,9,9
4065,"Hunt, Barbara",small dresses,1994.0,Sculpture,94/5-0246,13,13
4066,"de Heusch, Lucio",Peinture # 16,1979.0,Painting,79/80-0242,13,13
4067,"Headland, Ronald",Collage with White Line,1983.0,Work on paper,84/5-0053,23,23
4068,"Flancer, Ludwig",Interior,1976.0,Painting,79/80-0309,8,8
4069,"Vaillancourt, Armand",Samothrace,1966.0,Sculpture,74/5-1010,10,10
4070,"Déry, François",Délinéation Solaire,1970.0,Painting,73/4-0390,19,19
4071,"Fortier, Michel",Rendez-vous sous la goutte,1979.0,Other,81/2-0128,26,26
4072,"Gervais, Lise",Ivoire et ton Ombre Nouvelle,1964.0,Painting,74/5-0605,28,28
4073,"Fraser, Jane",Jeux Céleste,1983.0,Work on paper,84/5-0605,12,12
4074,"Wainwright, Barry",A Wall of Silence,1972.0,Work on paper,72/3-0712,17,17
4075,"Poulin, Roland",Sans titre 77,1977.0,Work on paper,77/8-0408,13,13
4076,"Poulin, Roland",sans titre/untitled,1974.0,Work on paper,75/6-0676,19,19
4077,"Tousignant, Serge","Réflexion Intérieure, 12 Variations",1982.0,Photograph,83/4-0279,35,35
4078,"Bouchard, Laurent",Scène d'Aurore,1986.0,Other,86/7-0076,14,14
4079,"Juneau, Denis",sans titre/untitled,1974.0,Work on paper,75/6-0084,19,19
4080,"Earle (MIlburn), Marilyn",MV6-MV8-StA#10,1982.0,Work on paper,83/4-0208,14,14
4081,"Marchessou, Anne",Sans titre #1,1991.0,Photograph,92/3-0756,13,13
4082,"Pasquin, Suzanne",Sans titre/Untitled,1974.0,Work on paper,74/5-0353,19,19
4083,"Ayot, Pierre",Pailles à boire,1973.0,Work on paper,72/3-1980,15,15
4084,"Valcourt, Christiane",Bisbille,1979.0,Work on paper,81/2-0031,8,8
4085,"Clément, Serge","montréal, QC. 1983 - la grande marche du pardon",1983.0,Photograph,85/6-0530,47,47
4086,"Tousignant, Claude",Gong 36 9/1966,1966.0,Painting,73/4-0042,14,14
4087,"Gnass, Peter",Ich Moechte Es...,1984.0,Other,88/9-0023,17,17
4088,"Buchanan, Richard",Journal series (left #6),1983.0,Painting,83/4-0160,24,24
4089,"Widgery, Catherine",Picket Fence (from Uncertain Dwelling),1989.0,Sculpture,92/3-0036,38,38
4090,"Forcier, Denis",A) Ca me rappelle ... (9/12) B) Deux flounes au soleil (10/12)(poème de/poem by Dominique Pothier),1979.0,Work on paper,81/2-0285,98,98
4091,"Tousignant, Claude",# 2 - 73,1973.0,Work on paper,79/80-0140,8,8
4092,"Horne, Stephen",Untitled #3 (news paper ad with axes),1992.0,Work on paper,92/3-0835,37,37
4093,"Lau, Tin-Yum",# 9-10-81,1981.0,Work on paper,81/2-0384,9,9
4094,"Cumming, Donigan",untitled/sans titre (from Pretty Ribbons),1990.0,Photograph,91/2-0465,41,41
4095,"Slatkoff, Robert",Untitled No. 3,1975.0,Work on paper,75/6-0661,14,14
4096,"Ulrich, Normand",Les canadiens sont là,1974.0,Work on paper,74/5-1045,21,21
4097,"Miller, David","Tree, Vineyard Haven Mass.",1973.0,Photograph,76/7-0065,26,26
4098,"Derouin, René",Série Equinoxe IV,1988.0,Other,89/90-0313,17,17
4099,"Grauerholz, Angela",Moon,1985.0,Photograph,86/7-0170,4,4
4100,"Tétreault, Pierre-Léon",Objets de pouvoir et accessoires,1985.0,Other,86/7-0161,32,32
4101,"Tounissoux, Françoise",Janvier '78,1978.0,Painting,78/9-0347,11,11
